url,name,dev,description,genre,tags,status,platforms,publisher,release_date,made_with,rating,rating_count,average_session,languages,inputs,nsfw,safe_virus,notes,thumbnail
https://hopefullight.itch.io/time-traveler,Death Loop [A Danganronpa-inspired Game],Hopeful Light,Disclaimer We have received full written permission from the original developer before publishing this game.,Visual Novel,"2D, Anime, Creepy, Dating Sim, Detective, Horror, Mystery, Psychological Horror, Romance, waifu",Released,"HTML5, Windows",N/A,N/A,TyranoBuilder,3.8,158,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI1MDAwODEyLnBuZw==/original/91jYOt.png
https://laceysflashgames.itch.io/laceys-flash-games,Lacey's Flash Games,Lacey's Flashgames - Dev team,These are the REAL girls’ games.,Puzzle,"Horror, Point & Click, Psychological Horror",Released,N/A,N/A,N/A,N/A,4.8,292,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzIwMDUzMzIyLnBuZw==/original/teCRqt.png
https://racheldrawsthis.itch.io/elevator-hitch,Elevator Hitch,"racheldrawsthis, Rix, STUDIO INVESTIGRAVE",Elevator Hitch is a short 2.,"Visual Novel, Interactive Fiction","Atmospheric, Escape Game, Horror, Liminal space, Multiple Endings, Point & Click, Psychological Horror, RPG Maker, Spooky",Released,"Windows, macOS",N/A,N/A,RPG Maker,4.8,1963,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzEwMTM5MjUxLnBuZw==/original/pdV8J5.png
https://racheldrawsthis.itch.io/married-in-red,Married in Red,"racheldrawsthis, STUDIO INVESTIGRAVE, Rix","Married in Red is a short 2D RPG thriller-story game with visual novel and point-and-click elements set in South Korea that follows the story of Bok-su Go visiting her old friend from University, D...","Role Playing, Visual Novel","2D, Horror, RPG Maker, Story Rich",Released,"Windows, macOS",N/A,N/A,N/A,4.8,1386,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzE2NzE3MDc4LnBuZw==/original/eiNtC0.png
https://teamterrible.itch.io/the-baby-in-yellow,The Baby In Yellow,Team Terrible,Crown Childcare Update - OUT NOW! 🌟Join us on discord https://discord.,Simulation,"Atmospheric, Creepy, Dark, Horror, Physics, Singleplayer, weird",Released,"Windows, Android",N/A,N/A,Unreal Engine,4.6,720,About a half-hour,"German, English, Spanish; Latin America, French, Hindi, Indonesian, Italian, Japanese, Polish, Portuguese (Brazil), Russian, Thai","Keyboard, Mouse, Xbox controller, Gamepad (any), Touchscreen, Playstation controller",No,?,,https://img.itch.zone/aW1nLzc5OTI2MDEucG5n/original/gdt8%2FY.png
https://try-froggery.itch.io/myosotis,Myosotis,"Frogcake, Fangsoft, PinkleArt, kittyhuggins, Cydewyn","You've died at the hands of your (now ex) boyfriend, Ethan.",Visual Novel,"Anime, Dark, Detective, Ghosts, Horror, Meaningful Choices, Multiple Endings, Mystery, Romance, Surreal",Released,"HTML5, Windows, macOS, Linux",N/A,N/A,Ren'Py,4.8,360,About a half-hour,English,"Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzIwMzc2MDUzLnBuZw==/original/Q1QNWL.png
https://etherane.itch.io/hello-charlotte-ep1,"Hello Charlotte EP1: Junk Food, Gods and Teddy Bears",etherane,"Hello, new Puppeteer! Meet Charlotte — a Puppet you will control.",Role Playing,"Dark Humor, Female Protagonist, Horror, Minimalist, Multiple Endings, Parody, Pixel Art, RPG Maker, Sci-fi, Surreal",Released,Windows,N/A,17 June 2015 @ 21:00 UTC,RPG Maker,4.8,837,About an hour,"German, English, French, Japanese, Thai",Keyboard,No,?,,https://img.itch.zone/aW1hZ2UvODY4NDgvMTE1NTU1MC5naWY=/original/DnAh90.gif
https://qwook.itch.io/last-seen-online,last seen online,"qwook, sochinstudio","You were always a snoop, weren’t you? That’s why you bought an old computer you saw lying among piles of junk at a garage sale.",Puzzle,"2D, 3D, Escape Game, Horror, Point & Click, Psychological Horror, Retro",Released,HTML5,N/A,23 December 2023 @ 14:00 UTC,"Blender, Adobe Photoshop, Three.js",4.8,3607,About an hour,"Czech, English, Esperanto, Spanish; Latin America, French, Indonesian, Italian, Japanese, Polish, Portuguese (Brazil), Russian, Turkish, Ukrainian, Chinese (Simplified)","Keyboard, Mouse, Touchscreen, Smartphone",No,?,,https://img.itch.zone/aW1nLzE0NDM1NDk3LnBuZw==/original/gRPrhC.png
https://studioclump.itch.io/stillwater,Stillwater,Studio Clump,"""𝕊𝕖𝕖𝕚𝕟𝕘 𝕤𝕥𝕣𝕒𝕟𝕘𝕖 𝕥𝕙𝕚𝕟𝕘𝕤 𝕔𝕠𝕞𝕖 𝕒𝕥 𝕒 𝕡𝕣𝕚𝕔𝕖…"" A woman arrives with a mysterious letter in hand addressed to her grandfather.",Visual Novel,"Anime, Atmospheric, Horror, Mystery, Short",Released,"Windows, macOS, Linux, Android",N/A,N/A,Ren'Py,4.7,891,About a half-hour,English,Mouse,No,?,,https://img.itch.zone/aW1nLzcxMDA5MTIuZ2lm/original/IochNk.gif
https://horror-ponds.itch.io/cursedapartment,Cursed Apartment,Horror Ponds,Cursed Apartment is a multiplayer and single-player horror game where you need to be attentive to not overlook any anomalies on floors.,Adventure,"3D, anomaly, First-Person, Horror, Multiplayer, Psychological Horror, Scary, Short, Singleplayer, Survival Horror",Released,"Windows, macOS, Android",N/A,N/A,"Unity, Adobe Photoshop, Substance Painter & designer",4.6,103,About a half-hour,"Arabic, German, English, Spanish; Latin America, French, Hebrew (modern), Indonesian, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Thai, Turkish, Ukrainian, Vietnamese, Chinese (Simplified)","Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzE3MDg3ODMzLnBuZw==/original/wcTKPr.png
https://viv8k.itch.io/saihateeki,さいはて駅 (Saihate Station),びぶ / viv,"""After falling asleep on the last train, I woke up in a bizarre place called Saihate Station.",Adventure,"2D, bromance, Cute, Horror",Released,N/A,N/A,N/A,"RPG Maker, Adobe Photoshop, Adobe Illustrator",4.9,320,A few hours,"Japanese, Russian","Keyboard, Mouse, Gamepad (any)",No,?,,https://img.itch.zone/aW1nLzE2MzQ3MjkyLmpwZw==/original/X5ZStL.jpg
https://ebihime.itch.io/lonely,It gets so lonely here,ebi-hime,Trigger warning This VN does not feature any explicit textual or graphical depictions of blood or gore.,Visual Novel,"Anime, Creepy, Female Protagonist, Horror, Lesbian, LGBT, Multiple Endings, Romance, Yandere, Yuri",Released,"Windows, macOS, Linux, Android",N/A,N/A,N/A,4.7,688,A few hours,"German, English, Spanish; Latin America, French, Korean, Portuguese (Brazil), Russian, Ukrainian, Chinese (Simplified)",N/A,No,?,,https://img.itch.zone/aW1nLzExNzc5NTQ5LmpwZw==/original/86VTKV.jpg
https://kenforest.itch.io/liminal-gallery,Liminal Gallery,kenforest,"Liminal Gallery is a small experimental project with unusual mechanics, with which you can turn pictures into reality.",Puzzle,"3D, Atmospheric, Horror, Liminal space, mind-bending, Surreal, Walking simulator, weird",Released,Windows,N/A,N/A,N/A,4.8,373,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI1MTkwMzMyLnBuZw==/original/%2F7CrVh.png
https://sodaraptor.itch.io/hypnagogia,Hypnagogia 催眠術,sodaraptor,"Hypnagogia is an exploration in themes involving deep dreams, liminal spaces, sleep paralysis demons, and much more.",Adventure,"3D, Atmospheric, Dreams, Exploration, Horror, playstation, PSX (PlayStation), Retro, Surreal, unspeakable",Released,Windows,N/A,N/A,Unity,4.7,513,About an hour,N/A,"Keyboard, Mouse, Xbox controller",No,?,,https://img.itch.zone/aW1nLzQ3MTY1MDIucG5n/original/cLzuWV.png
https://robobarbie.itch.io/today-im-harvesting-you,"Today, I'm Harvesting You!","robobarbie, Jenny Vi Pham",JAM ENTRY FOR LUDUM DARE 52: HARVEST We’re all gonna die anyways.,Visual Novel,"Dating Sim, Gore, Horror, Ludum Dare 52, Otome",Released,"HTML5, Windows, macOS, Linux",N/A,N/A,N/A,4.7,1447,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzEwOTgxMTcxLnBuZw==/original/rj6QWt.png
https://pixeliminal.itch.io/do-not-take-this-cat-home,Do NOT Take This Cat Home,Pixeliminal,"***Do NOT Take This Cat Home*** It's your day off, but the weather is really bringing you down.","Visual Novel, Interactive Fiction","Cats, Creepy, Horror, Indie, Multiple Endings, Psychological Horror, Ren'Py, Scary, Yandere",Released,"Windows, macOS, Linux",N/A,N/A,Ren'Py,4.8,1082,A few hours,English,N/A,No,?,,https://img.itch.zone/aW1nLzEzODU2NzA2LnBuZw==/original/Z2mfua.png
https://racheldrawsthis.itch.io/eloquent-countenance,Eloquent Countenance,"racheldrawsthis, STUDIO INVESTIGRAVE","""Fine words and an insinuating appearance are seldom associated with true virtue.","Role Playing, Adventure, Puzzle, Visual Novel","2D, Dark Fantasy, Female Protagonist, Horror, Multiple Endings, Short, Story Rich",Released,"Windows, macOS",N/A,N/A,RPG Maker,4.7,615,About a half-hour,English,Keyboard,No,?,,https://img.itch.zone/aW1nLzc5MTg5NzkucG5n/original/0HpLnV.png
https://stef-pinto.itch.io/cookies,Cookies,"Stef Pinto, Jonut🍩","""best described as, “wow, Silent Hill, Twin Peaks, and The Wire made messy love all over Candyman while watching reruns of Bozo the Clown.",Puzzle,"Atmospheric, Crime, Dark Humor, Exploration, Horror, Lo-fi, Nonlinear, PSX (PlayStation), Surreal",Released,Windows,N/A,23 April 2021 @ 19:30 UTC,"Unity, 3ds Max, Adobe Photoshop, Audacity, FL Studio",4.6,182,About a half-hour,English,Keyboard,No,?,,https://img.itch.zone/aW1nLzEyMDc4MzA0LnBuZw==/original/juTvEq.png
https://torigamedev.itch.io/the-plant-shop,The Plant Shop,Tori,NOTE: This is a Demo of 10-15 mins of duration.,Simulation,"3D, Cozy, First-Person, Horror, Indie, PSX (PlayStation), Psychological Horror, Retro, shop",Released,Windows,N/A,N/A,N/A,4.7,75,A few seconds,"Arabic, German, English, Spanish; Castilian, Spanish; Latin America, Italian, Japanese, Korean, Portuguese (Brazil), Russian, Chinese (Simplified)","Keyboard, Mouse, Xbox controller, Gamepad (any)",No,?,,https://img.itch.zone/aW1nLzIzOTAwOTk3LnBuZw==/original/mLtbH1.png
https://king-turtle.itch.io/cursed-overlord,Cursed Overlord [NSFW],King's Turtle,"All paid content can be purchased on Patreon , Boosty and Itch ! PLOT In this game you play as an ordinary office clerk who is accidentally killed by lightning, after that you resurrected in anothe...",Role Playing,"Adult, Anime, Eroge, Erotic, harem, Hentai, Monster Girls, NSFW, Porn",Released,"Windows, macOS, Linux, Android",N/A,N/A,"Ren'Py, Adobe Photoshop",3.6,137,Days or more,"English, Russian","Keyboard, Mouse, Gamepad (any), Smartphone",Yes,?,,https://img.itch.zone/aW1nLzEwMTYyMjM2LnBuZw==/original/F%2FB0Du.png
https://coveirodev.itch.io/psx-granny,PSX Granny,CoveiroDev,This is a PS1 Demake of Granny .,Survival,"Demake, First-Person, granny, Horror, PSX (PlayStation), Retro, Scary, Short, Unity",Released,Windows,N/A,N/A,N/A,5.0,1,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NzMxNDk5LnBuZw==/original/IvN7fy.png
https://capybaraforce.itch.io/meet-santa,Meet Santa,Capybaraforce,"Did you ever want to meet Santa? Well, now you can! At least if you can win a match of Nutcracker Run! Sir Creakwood is ready to take on any opponent—do you have the skill (or luck) to beat him? Ro...","Adventure, Puzzle","3D, Christmas, Comedy, Creepy, Dark, Dark Humor, Horror, Pixel Art, PSX (PlayStation)",Released,N/A,N/A,N/A,N/A,4.7,82,A few minutes,English,"Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzE4OTg2NzA3LmdpZg==/original/WnGUxT.gif
https://wesnoth.itch.io/battle-for-wesnoth,Battle for Wesnoth,Wesnoth,"The Battle for Wesnoth is an open source, turn-based strategy game with a high fantasy theme.",Strategy,"2D, DRM Free, Fantasy, Open Source, Pixel Art, Turn-based Strategy",In development,"Windows, macOS",N/A,01 June 2003 @ 05:00 UTC,SDL,4.8,160,About an hour,"Czech, German, English, Spanish; Castilian, French, Hungarian, Italian, Japanese, Polish, Russian, Turkish, Chinese (Simplified), Chinese (Traditional)","Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzY3MTA1OTIucG5n/original/Bj%2B%2BQD.png
https://night-asobu.itch.io/parasite-in-love,Parasite in Love,Night Asobu,"Parasite in Love A biological romance horror visual novel Infected with the parasite commonly known as the “brain eating amoeba”, you have 10 days left before your death.","Visual Novel, Interactive Fiction","2D, Creepy, Female Protagonist, Horror, parasite, Psychological Horror, Romance, Story Rich, Yandere",Released,"Windows, macOS, Linux",N/A,N/A,Ren'Py,4.5,769,About an hour,English,"Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzEwMDI0MDYxLmdpZg==/original/%2F4G6X9.gif
https://studio77dev.itch.io/speedkidd,SPEED KIDD,Studio77Dev,"Speed Kidd is a retro racing game for the Game Boy where you participate in the World Tour, a championship that will take you across 12 different tracks (both real and fictional) around the world i...","Racing, Action","8-Bit, chiptune, Game Boy, Game Boy ROM, Pixel Art, Retro, Speedrun",Released,N/A,N/A,N/A,N/A,5.0,1,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NjczNzQ1LnBuZw==/original/zIi5TJ.png
https://azurextwilight.itch.io/low-effort-romance,Low Effort Romance,"azureXtwilight, OTOJANG Games, skai2blue4u",IMPORTANT: The above is a WEB DEMO.,Visual Novel,"Amare, Christmas, Comedy, Cozy, Female Protagonist, josei, Otome, Romance, Story Rich",Released,"HTML5, Windows, macOS, Linux",N/A,N/A,Ren'Py,5.0,93,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NzQwNTUzLnBuZw==/original/ExdzFr.png
https://fireblaze236.itch.io/autopede,Autopede,FireBlaze236,Race through the streets using your quadruped/biped car.,"Racing, Action","Arcade, cars, Fast-Paced, Indie, Pixel Art, Singleplayer, Sprites",In development,"HTML5, Windows, Linux",N/A,N/A,Godot,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NzQxMDQzLnBuZw==/original/b%2F9oyz.png
https://newc-42.itch.io/squared-adventure,Squared Adventure,Newc42,"Squared Adventure Solve simple puzzles, fight some enemies and get an existential crisis on the way.","Platformer, Adventure","2D, 8-Bit, Indie, No AI, Pixel Art, Retro, Short, Singleplayer",Released,HTML5,N/A,01 January 2026 @ 12:00 UTC,"Unity, Aseprite, GIMP, Audacity, FL Studio",4.0,1,About a half-hour,English,"Keyboard, Mouse, Xbox controller, Playstation controller",No,?,,https://img.itch.zone/aW1nLzI1Mjc2Njg1LnBuZw==/original/QgRczR.png
https://bastienbegue.itch.io/grand-manoir,Grand Manoir,BastienBegue,"[Horror game] In a world ravaged by the arrivals of mysterious creatures during the great war, you are living in a dystopia in Europe during the 1940's where you need to live constantly in a light ...",Adventure,"3D, Dark, Dystopian, Horror, Indie, Sci-fi, Singleplayer",Released,Windows,N/A,N/A,N/A,5.0,1,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NjMxMTYxLnBuZw==/original/n6ZzcC.png
https://ryan-goodyear.itch.io/rainwaze,Railwaze,Ryan Goodyear,Defeat the boss and its minions to win.,"Action, Shooter, Survival","3D, Boss battle",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODEzMTYyLnBuZw==/original/VyBKMj.png
https://junior17.itch.io/demidreamer,Demidreamer,Jannick Jade Elfers,"Träume, forsche und.",Visual Novel,"2D, LGBT, Multiple Endings, Narrative, Queer, Ren'Py, Singleplayer, Text based, Transgender",In development,"Windows, macOS, Linux",N/A,N/A,Ren'Py,N/A,N/A,About an hour,German,"Keyboard, Mouse",No,?,,https://img.itch.zone/aW1nLzEyOTk0NTM2LnBuZw==/original/6A8DAF.png
https://foxhoundproductions.itch.io/custodian,Custodian,FoxhoundProductions,A short fps horror experience I made with Unity in 2 months.,N/A,"3D, Creepy, First-Person, Horror, Singleplayer, Spooky",Released,Windows,N/A,N/A,N/A,5.0,3,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODEyNjk5LnBuZw==/original/zQgeps.png
https://causeitsontapgames.itch.io/crisis-at-the-skydome,Crisis at the Skydome,Cause It's On Tap Games,"*This game was built for mobile, you will not get past level 3 on PC* Pop Pop Pop Welcome to the ultimate arcade balloon-popping challenge.",N/A,"Arcade, Casual, High Score",Released,HTML5,N/A,31 December 2025 @ 09:20 UTC,Unity,N/A,N/A,N/A,English,"Mouse, Touchscreen",No,?,,https://img.itch.zone/aW1nLzI0ODA0MDIwLnBuZw==/original/v4DUIB.png
https://hunterelise.itch.io/console-games,C++ Console Games,Elise Hunter,This project contains two C++ console games developed for my uni coursework .,N/A,"Arcade, No AI",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODAxODY0LmpwZw==/original/Fx7fwK.jpg
https://szalkin.itch.io/bomb-game,Bomb Game,Sam Zalkin,Bomb Game is a multiplayer card and party game that tests players ability to strategize quickly.,"Card Game, Strategy","Aseprite, Indie, No AI, party-game",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0Njk2NjE2LnBuZw==/original/Vgoo1L.png
https://danka-dobric.itch.io/detektiv,Detektiv,Vuk Dobric,"ABOUT: A short horror experience centered on a strange murder, in which you play Detective Fyodor Mikhailovich, investigating the crime and looking for clues to unravel the mystery.",Adventure,"3D, Atmospheric, Creepy, Detective, Fast-Paced, Horror, Indie, Mystery, Short, Singleplayer",Released,Windows,N/A,N/A,N/A,4.2,165,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NTE0Mjg1LnBuZw==/original/KbJa4K.png
https://meant-to-bee-studios.itch.io/criminally-yours,Criminally Yours,"Meant to Bee Studios, Skywrite Studios, FlowersforJoy","You're the next generation of heroes—""Oracle,"" given to your mother and you for your ability to see glimpses into the future.",Visual Novel,"Amare, Dating Sim, Indie, No AI, Otome, Romance, Superhero, Yandere, Yaoi",Released,"Windows, macOS, Linux, Android",N/A,N/A,N/A,4.8,1016,A few hours,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzIyNzkwNDY3LnBuZw==/original/Io32%2Fa.png
https://goranz.itch.io/you-must,You Must,GoranZ,"A short survival-horror zombie game inspired by Resident Evil , combining puzzles, cinematic storytelling, and intense combat against terrifying undead.","Shooter, Puzzle, Survival","3D, Atmospheric, evil, Horror, Mystery, resident, Zombies",Released,N/A,N/A,N/A,N/A,4.5,2,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODEzOTE5LmpwZw==/original/1zUG7m.jpg
https://komarusg.itch.io/pofuduk-kacis,Pofuduk Kacis,komarusg,Endless runner game made with free assets and some of my own pixel art.,Platformer,N/A,Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODEzODE0LnBuZw==/original/xhxXjs.png
https://ehn-sabedra.itch.io/turtle-care-simulator,Fuckstone,Ehn Sabedra,"Fuckstone CCG isn't just a dating simulator with sexy anime girls, but also a complete collectible card game with many truly deep strategies.","Strategy, Simulation","Adult, Anime, Economy, Erotic, Hentai, Lesbian, LGBT, Parody, Turn-Based Combat",Released,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,?,,https://img.itch.zone/aW1nLzI1MjQ0MzQ4LmpwZw==/original/CSBqSC.jpg
https://azmel-3d.itch.io/the-pizza-cannon,The Pizza Cannon,Azmel Enriquez,A small 1 level of a basic bullet hell game.,"Shooter, Action","Bullet Hell, Indie, Top down shooter",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODI2NjAwLnBuZw==/original/UEY51c.png
https://droptineart.itch.io/lavender-county,Lavender County,DroptineArt,"Deep down in the dirty south, the down-and-out residents of Lavender County smell somethin' in the spring air.",Visual Novel,"Adult, country, Dating Sim, Furry, Gay, lavender-county, Queer, redneck, southern",In development,"Windows, macOS, Linux, Android",N/A,N/A,N/A,4.7,36,N/A,N/A,N/A,Yes,?,,https://img.itch.zone/aW1nLzE5NjQ5NzM2LnBuZw==/original/CeGObX.png
https://quiesphere.itch.io/miltf,"Man, I Love Terraria Fishing",quiesphere,"Man, I Love Terraria Fishing is a short Terraria-themed fishing game.",Simulation,"2D, Fangame, Fishing, No AI, Pixel Art, RPG Maker, RPG Maker MV, Short, Singleplayer",Released,Windows,N/A,N/A,RPG Maker,5.0,4,About a half-hour,English,Keyboard,No,?,,https://img.itch.zone/aW1nLzI0NzkzOTkyLnBuZw==/original/v6Qzn%2F.png
https://llama2474.itch.io/overcooked,Overcooked?,llama2474,An overcooked clone made in the open source godot engine as a university project by a couple of guys.,"Strategy, Action, Simulation","Casual, Cooking, Co-op, Singleplayer",Released,Windows,N/A,N/A,Godot,N/A,N/A,A few minutes,English,"Keyboard, Xbox controller",No,?,,https://img.itch.zone/aW1nLzI0ODU3MTIzLnBuZw==/original/knQa3H.png
https://infercode-studio.itch.io/afterjoy,AfterJoy,Infercode studio,N/A,Survival,"FPS, Horror",Released,Windows,N/A,N/A,Unreal Engine,5.0,1,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODQyNDgzLnBuZw==/original/psJWiv.png
https://for-little-brother.itch.io/lets-roll,Let's Roll,For Little Brother,"Let's Roll ist ein lustiges und kinderfreundliches ""Endless Runner""-Spiel.",Action,"2D, Cute, Family Friendly, Singleplayer",Released,"Windows, macOS, Linux",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODU2MjU3LnBuZw==/original/KaUWE%2B.png
https://nazirovsgames.itch.io/the-watching-walls,The watching walls,Nazirovsgames,The watching walls Short indie game horror game about hotel and you.,Action,Horror,Released,"Windows, Android",N/A,N/A,N/A,5.0,1,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0ODU2NjE4LnBuZw==/original/z0hdDv.png
https://reginald14320.itch.io/ciphers-chamber,Cipher's Chamber,"Reginald14320, Stephen Shepherd, ToastieTv",Agent Spay must puzzle their way through a routine training simulation.,Puzzle,"3D, Comedy, First-Person, Indie, No AI",On hold,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0NDIyMDY2LnBuZw==/original/zhlQMc.png
https://blakemckinnonproductions.itch.io/slaybells,Slay Bells,Blake McKinnon Productions,Slay Bells is a Christmas-themed survival horror game inspired by 80's slasher movies and PS1 horror games.,Survival,"3D, Atmospheric, Christmas, First-Person, Horror, ps1, Slasher, Survival Horror, Unity, vhs",Released,"Windows, macOS",N/A,N/A,N/A,4.4,268,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI4MDgyNDEucG5n/original/ovlywA.png
https://chelsammi.itch.io/olen-mysterious-forest,Olen': Mysterious Forest,ChelSammi,Olen': Mysterious Forest — an atmospheric adventure where you play as a young deer who has lost its herd in a mysterious forest.,"Adventure, Action","2D, Animals, Atmospheric, Christmas, Fantasy, Indie, jrpg-maker, Pixel Art, RPG Maker",Released,"Windows, Linux",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0OTQ5MTQ3LnBuZw==/original/NxwWOq.png
https://snowish.itch.io/just-another-morning,Just Another Morning,Casper Ampersand,It's the start of another morning in the life of Gregory Izaak.,Visual Novel,"Fantasy, Horror, Point & Click, Psychological Horror",Released,"Windows, macOS",N/A,N/A,"Ren'Py, Clip Studio Paint",5.0,3,About an hour,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI0OTQ4MTc5LnBuZw==/original/wqMZdC.png
https://brayden-vargas.itch.io/femdom-first-timers,Femdom First Timers,brayden-vargas,"Being a repeat customer really pays off, especially when your local love hotel hands out S&M starter kits! Sayuri straps in for spicy escapades and embraces her sadistic side, sliding into a sexy l...","Visual Novel, Simulation","Amare, Casual, Dating Sim, mature, nudity, Relaxing, Romance",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,?,,https://img.itch.zone/aW1nLzI2MDg3MzI0LmpwZw==/original/IeQMyG.jpg
https://ellena132005.itch.io/lost-ball,Lost Ball,Ellena132005,Use WASD to tilt the maze and get the ball to the goal.,N/A,N/A,Released,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg3OTE3LnBuZw==/original/M4WhjX.png
https://shlynneash.itch.io/totally-normal-pet-store,Totally Normal Pet Store!,ShlynneAsh,You've always wanted a pet! Let's go shopping! Surely there's nothing weird.,Interactive Fiction,Twine,Released,HTML5,N/A,N/A,Twine,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg4MDE5LnBuZw==/original/NwwNOg.png
https://ittybittygamez.itch.io/buildaria,Buildaria,ittybittygamez,"About the Game Buildaria is a sandbox adventure game focused on exploration, crafting, and building.",Survival,"building, Crafting, Exploration, mining, Open World, Procedural Generation, Sandbox, Voxel",Released,Windows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg2NDM2LmpwZw==/original/EfnNU1.jpg
https://ifcoltransg.itch.io/shisen-sho,Shisen-Sho,IFcoltransG,A rendition of Shisen-Sho Solitaire (also known as Four Rivers Solitaire).,Puzzle,"Godot, mahjong, No AI, solitaire",Released,HTML5,N/A,N/A,"Godot, Bfxr",4.0,1,A few minutes,N/A,Mouse,No,?,,https://img.itch.zone/aW1nLzI2MDg3MDQ1LnBuZw==/original/h%2B8582.png
https://hatsvin.itch.io/mothballs,Mothballs,Hatsvin ᔦꙬᔨ,Woof! A look into the daily life of a dog.,Interactive Fiction,"Animals, Creepy, Cute, Dark, Horror, No AI, Pixel Art, Psychological Horror, Retro, Short",Released,HTML5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg3MDU0LmdpZg==/original/2Wq8%2Ff.gif
https://soysandra.itch.io/dog-invaders,Dog Invaders,soysandra,"Subir y bajar con las flechas o W-S Disparar con el click izq del ratón En los ajustes se puede cambiar el volumen de la música y de los efectos, recomiendo bajar un poco el volumen de los efectos de ...",Shooter,N/A,Released,HTML5,N/A,N/A,Unity,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg2OTA1LnBuZw==/original/xIokQG.png
https://hayate-tokase.itch.io/kaiten-game,廻天せるあなたに,Hayate-tokase,あなたに、も一度会ふために、,Visual Novel,"Dreams, Hand-drawn, Indie, Short",Released,HTML5,N/A,N/A,TyranoBuilder,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg1MDUxLnBuZw==/original/1v2lmZ.png
https://shybull.itch.io/platos-cave,Plato's Cave,shybull,Details for the downloads: For Linux: You need to have the löve2d framework installed ( https://love2d.,Platformer,"2D, No AI, Pixel Art, Singleplayer",Released,"Windows, macOS, Linux",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,?,,https://img.itch.zone/aW1nLzI2MDg2NjcyLnBuZw==/original/%2BlnQOI.png
